alpha,beta,obj,avgJ,fairness
0.6296144742632193,0.16606968549412615,25.484894026834596,127.11172377948094,0.9587226954572554
0.2203487801721152,0.2104789386956465,25.449384752288122,114.1586087519625,0.9842295343630761
0.42550156088848146,0.22552757034788762,28.81170793012514,113.8447518298417,0.9644256423262018
0.20922645660102906,0.4446974551196967,57.20784379823153,123.12952279514045,0.9641317835091993
0.5232069064907919,0.920616329415044,105.12883776069484,113.8447518298417,0.9644256423262018
0.3555383041420766,0.12172948013366958,17.415217591718857,113.8447518298417,0.9644256423262018
0.5369001003612935,0.5485610993776755,63.565872585776695,114.39689128882901,0.9842730886651685
0.3970649335308495,0.029384909642724777,7.370591896962832,116.24044198376578,0.9649467176733278
0.15963192980336333,0.09442988795889462,15.862357881908054,118.99872485260286,0.9570782372935842
0.048671499984809165,0.49948258982348004,58.69731134762565,115.68492230020078,0.9842025882584686
0.4774193902562451,0.8509410854394608,104.1138036994413,119.87384678321386,0.8820130357019472
0.16680097520715084,0.1402445420257571,19.805254904083622,116.24044198376578,0.9649467176733278
0.42200775350649206,0.9007001157893135,104.10799731640718,115.13278284121347,0.9643227340028284
0.583378434116846,0.7105912462649946,83.77866805715114,116.24044198376578,0.9649467176733278
0.38457439543893873,0.9833442128592947,113.78853768223381,115.68492230020078,0.9842025882584686
0.19369529905720514,0.3791316772754565,49.949284747350795,124.41755380651223,0.9640289999401561
0.6679788435716904,0.702643623365602,87.30223217481463,122.46307864133419,0.9655547230162403
0.5933294838359787,0.12203408506851332,15.539877015128424,114.39689128882901,0.9842730886651685
0.5928161741733974,0.8848443115360117,101.43061623808212,114.39689128882901,0.9842730886651685
0.13614419257952676,0.2993148107007787,36.913163072930836,113.8447518298417,0.9644256423262018
0.32509624859640607,0.9420427365783882,109.08605897877928,115.68492230020078,0.9842025882584686
0.5944732341280341,0.4732189405488716,60.59371736267261,123.12952279514045,0.9641317835091993
0.31775791351381794,0.18140588175328254,22.48192438199045,115.68492230020078,0.9842025882584686
0.13931327524931283,0.12962220206712172,19.54542653861093,122.46307864133419,0.9655547230162403
0.22241491690058382,0.7121260945277742,86.21245202702302,118.99872485260286,0.9570782372935842
0.10287718631041451,0.9422752696057238,117.61180413884249,123.9779669712405,0.8895519563470383
0.6535819339542979,0.4653795269331018,56.27429130841984,116.24044198376578,0.9649467176733278
0.7595600823762895,0.6152023226516944,83.75932035812579,127.39464278878845,0.8901323442827659
0.25783454272299794,0.027217757306690293,7.1294787761356195,115.13278284121347,0.9643227340028284
0.3162116767326358,0.9571350173928195,117.5907984873782,122.19385819165439,0.8788091671503223
0.8536677380695232,0.7760889125350294,110.44198221588938,138.3298175835781,0.9003749476863583
0.5955636440394678,0.6211323266825062,72.24705220370879,113.8447518298417,0.9644256423262018
0.41717382525397656,0.11047794984373616,14.213446213045838,114.1586087519625,0.9842295343630761
0.5069647484055808,0.2554487059077192,32.096892962123505,113.8447518298417,0.9644256423262018
0.20959310976799947,0.16145125573039987,20.984414304116015,120.38124540953092,0.98465795484339
0.3797909105189989,0.9997340760872558,122.7747208845479,122.80621093542533,0.9642633009796505
0.2657813804578265,0.11990480883490773,18.00644976153829,118.43319968581032,0.9634879718299765
0.07513043723077377,0.647299581805707,78.57413027443731,120.38124540953092,0.98465795484339
0.16790054873963306,0.6046146171756553,71.2350574820059,115.13278284121347,0.9643227340028284
0.024254009880265825,0.3867520847305026,46.51332090473491,113.8447518298417,0.9644256423262018
0.06468914312350987,0.8931963122946625,110.1587828608622,122.80621093542533,0.9642633009796505
0.2593385135595415,0.7499859254767937,87.55393488530498,115.37106537807998,0.9643861548261637
0.0036639285688368386,0.2085817513646543,29.17781985439339,123.12952279514045,0.9641317835091993
0.7266163323601748,0.32388521713156404,44.71706713178329,127.11172377948094,0.9587226954572554
0.24950468479740945,0.7284125073663308,84.02585796152626,113.8447518298417,0.9644256423262018
0.23067277324634636,0.49018723154400456,56.99310456881486,114.39689128882901,0.9842730886651685
0.7277214702637957,0.268503178698661,37.967940863948705,127.11172377948094,0.9587226954572554
0.1290869796305826,0.5321336957806965,62.41488137741729,115.68492230020078,0.9842025882584686
0.7688230288786464,0.22928724526155597,40.03304542696574,127.1564646121512,0.8890044200920215
0.5250381672498289,0.43228481217789494,50.3711099342275,114.1586087519625,0.9842295343630761
0.20081110872636612,0.3050289604914417,37.540546994418214,113.8447518298417,0.9644256423262018
0.594360311354465,0.43687580898661527,53.63168494804019,120.38124540953092,0.98465795484339
0.5281159833717448,0.41497369424332375,49.611906817860756,113.8447518298417,0.9644256423262018
0.037812458381117374,0.7309359528167964,84.3029191447944,113.8447518298417,0.9644256423262018
0.4626882067420793,0.22615791972483656,27.577275067910364,115.68492230020078,0.9842025882584686
0.7142809777887287,0.2439434752361319,34.974975193860516,127.11172377948094,0.9587226954572554
0.4635029979647078,0.1447001075126385,18.30270036378665,115.68492230020078,0.9842025882584686
0.7373511405260991,0.6269943523439049,81.65542990007842,127.11172377948094,0.9587226954572554
0.23528184176844916,0.43984876946287543,51.325105413222744,114.39689128882901,0.9842730886651685
0.7175139354422275,0.7759467191812927,91.10931911485355,116.24044198376578,0.9649467176733278
